reference_year,row_no,university_name,school_type,founding_type,region_name,size_group,university_total_settlement,books_purchase_expense,serials_purchase_expense,non_book_purchase_expense,electronic_resources_total,electronic_journals_expense,web_db_expense,subscribed_ebook_expense,other_electronic_resources_expense,total_material_purchase_expense,enrolled_students_current_year,material_purchase_expense_per_student,source_file_name,metric_calc_status,metric_value_was_infinite_or_invalid,scope_school_id,is_scope34_exact,is_comparison11,standardization_source,material_purchase_expense_per_student_formula_recalculated
2011,18,건국대학교,대학,사립,서울,A그룹,349547445000,766705200,414744953,60225220,633466695,584926273,0,39298198,2499366539,2499366539,20834,119965.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000052,True,False,processed_csv_candidate_not_raw_verified,119965.75496784103
2011,43,경희대학교,대학,사립,서울,A그룹,439211153000,2740550141,833114359,29289530,2692985283,862936384,0,534539312,7693415009,7693415009,32584,236110.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000066,True,False,processed_csv_candidate_not_raw_verified,236110.2077399951
2011,48,고려대학교,대학,사립,서울,A그룹,664427494000,1800127958,1678102626,30342780,2569896363,603379503,0,281362001,6963211231,6963211231,29627,235029.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000069,True,False,processed_csv_candidate_not_raw_verified,235029.23789111283
2011,57,광운대학교,대학,사립,서울,B그룹,104539165000,321146930,214672440,5755680,509932286,122312578,0,0,1173819914,1173819914,10083,116415.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000074,True,True,processed_csv_candidate_not_raw_verified,116415.74075176039
2011,80,국민대학교,대학,사립,서울,A그룹,189787368000,827921889,405078111,17514184,527992727,370409062,0,150084027,2299000000,2299000000,17341,132576.0,기본통계_예산및결산_20260422104615.xls,ok,False,0000078,True,False,processed_csv_candidate_not_raw_verified,132575.9760106107
2011,130,덕성여자대학교,대학,사립,서울,B그룹,72140722000,196215870,140292396,54183470,196657084,73827030,0,40131515,701307365,701307365,6403,109527.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000099,True,True,processed_csv_candidate_not_raw_verified,109527.93456192409
2011,132,동국대학교,대학,사립,서울,A그룹,335925510000,677067629,255201072,15244240,759768460,210456000,0,44697000,1962434401,1962434401,17638,111261.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000100,True,False,processed_csv_candidate_not_raw_verified,111261.7304116113
2011,135,동덕여자대학교,대학,사립,서울,B그룹,88776029000,335408950,258460136,15736950,239897324,141159950,0,54205770,1044869080,1044869080,7891,132412.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000102,True,True,processed_csv_candidate_not_raw_verified,132412.7588391839
2011,183,삼육대학교,대학,사립,서울,B그룹,66132187000,233720442,109678205,29681450,115532659,78042026,0,5701600,572356382,572356382,5872,97472.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000116,True,False,processed_csv_candidate_not_raw_verified,97472.13589918255
2011,185,상명대학교,대학,사립,서울,A그룹,143835254000,646362014,314027892,24056680,419230208,130836242,0,87351022,1621864058,1621864058,14085,115148.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000117,True,False,processed_csv_candidate_not_raw_verified,115148.31792687257
2011,188,서강대학교,대학,사립,서울,A그룹,211761457000,1150328134,341980120,19774810,967385521,0,0,96363415,2575832000,2575832000,11824,217847.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000120,True,False,processed_csv_candidate_not_raw_verified,217847.76725304464
2011,189,서경대학교,대학,사립,서울,B그룹,70084399000,334693320,50965290,6033620,55816500,0,0,21100000,468608730,468608730,6629,70690.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000121,True,True,processed_csv_candidate_not_raw_verified,70690.71202292955
2011,196,서울기독대학교,대학,사립,서울,C그룹,8277815000,19022450,3150600,5524532,4000000,29175148,0,15241400,76114130,76114130,923,82463.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000098,True,False,processed_csv_candidate_not_raw_verified,82463.84615384616
2011,209,서울여자대학교,대학,사립,서울,B그룹,97061696000,411953972,178384148,29786806,265021319,92138525,0,128712472,1105997242,1105997242,8502,130086.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000126,True,True,processed_csv_candidate_not_raw_verified,130086.71394965891
2011,213,서울한영대학교,대학,사립,서울,C그룹,8140222000,29227190,12116085,2290400,7406000,3442480,0,0,54482155,54482155,912,59739.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000205,True,False,processed_csv_candidate_not_raw_verified,59739.20504385965
2011,223,성공회대학교,대학,사립,서울,C그룹,24766558000,101687201,109697808,6013890,0,53009422,0,4908600,275316921,275316921,2784,98892.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000132,True,False,processed_csv_candidate_not_raw_verified,98892.57219827586
2011,224,성균관대학교,대학,사립,서울,A그룹,439952159000,1236148466,615791171,22312801,1716588139,745168023,0,146791987,4482800587,4482800587,26926,166485.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000133,True,False,processed_csv_candidate_not_raw_verified,166485.94618584268
2011,227,성신여자대학교,대학,사립,서울,A그룹,186431555000,164109244,132496258,1371583,217997068,110922800,0,10000000,636896953,636896953,11366,56035.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000136,True,True,processed_csv_candidate_not_raw_verified,56035.27652648249
2011,233,세종대학교,대학,사립,서울,A그룹,139876563000,275500000,144726000,13044000,763880000,371014000,0,30677000,1598841000,1598841000,13516,118292.5,기본통계_예산및결산_20260422104615.xls,ok,False,0000138,True,True,processed_csv_candidate_not_raw_verified,118292.46818585381
2011,244,숙명여자대학교,대학,사립,서울,A그룹,168198502000,730340770,341309967,21026670,903887733,422936744,0,145212644,2564714528,2564714528,13513,189796.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000141,True,True,processed_csv_candidate_not_raw_verified,189796.0873233183
2011,249,숭실대학교,대학,사립,서울,A그룹,221667978000,929847387,157962915,10083360,547652547,182317314,0,71051289,1898914812,1898914812,16406,115745.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000143,True,True,processed_csv_candidate_not_raw_verified,115745.14275265147
2011,269,연세대학교,대학,사립,서울,A그룹,818462950000,1475582335,1202136232,88116045,3882827353,1051600450,0,171541735,7871804150,7871804150,30367,259222.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000149,True,False,processed_csv_candidate_not_raw_verified,259222.31863536075
2011,304,이화여자대학교,대학,사립,서울,A그룹,337258417000,1239903058,461830621,28521857,1804468128,598757872,0,158639854,4292121390,4292121390,21642,198323.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000163,True,True,processed_csv_candidate_not_raw_verified,198323.69420571113
2011,313,장로회신학대학교,대학,사립,서울,C그룹,28376639000,163748034,50420909,932260,26228093,12243090,0,4400000,257972386,257972386,2289,112700.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000170,True,False,processed_csv_candidate_not_raw_verified,112700.91131498471
2011,334,중앙대학교,대학,사립,서울,A그룹,449987668000,2753386634,656457650,64431712,1415591027,978959896,0,154379229,6023206148,6023206148,28543,211022.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000175,True,False,processed_csv_candidate_not_raw_verified,211022.18225134007
2011,348,총신대학교,대학,사립,서울,C그룹,67133958000,195051144,54814050,0,26239520,4400000,0,1155000,281659714,281659714,3584,78588.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000180,True,False,processed_csv_candidate_not_raw_verified,78588.08984375
2011,349,추계예술대학교,대학,사립,서울,C그룹,31080067000,72313500,19366920,13170310,0,0,0,0,104850730,104850730,1484,70654.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000181,True,False,processed_csv_candidate_not_raw_verified,70654.13072776281
2011,378,한국성서대학교,대학,사립,서울,C그룹,12238067000,51978890,26277100,839800,0,35319753,0,0,114415543,114415543,1284,89108.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000191,True,False,processed_csv_candidate_not_raw_verified,89108.67834890966
2011,384,한국외국어대학교,대학,사립,서울,A그룹,202588050000,885313613,465409914,57527621,665582654,221776985,0,43359670,2338970457,2338970457,19599,119341.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000192,True,False,processed_csv_candidate_not_raw_verified,119341.31624062452
2011,436,한성대학교,대학,사립,서울,B그룹,78384156000,530009035,67196043,25909370,200278202,118723406,0,152815069,1094931125,1094931125,8203,133479.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000200,True,True,processed_csv_candidate_not_raw_verified,133479.3520663172
2011,439,한양대학교,대학,사립,서울,A그룹,496803772000,1141389000,1369775975,22744930,1313946309,512731615,0,72468829,4433056658,4433056658,23877,185662.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000203,True,False,processed_csv_candidate_not_raw_verified,185662.21292457177
2011,454,홍익대학교,대학,사립,서울,A그룹,277570711000,1012731150,481796699,43144390,931662595,322809306,0,13000000,2805144140,2805144140,22138,126711.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000212,True,False,processed_csv_candidate_not_raw_verified,126711.72373294787
2012,8,감리교신학대학교,대학,사립,서울,C그룹,15339483000,61087140,35468859,818450,0,39358581,0,5700000,142433030,142433030,1591,89524.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000050,True,False,processed_csv_candidate_not_raw_verified,89524.21747328724
2012,12,강서대학교,대학,사립,서울,C그룹,18037736000,31310290,32097096,349550,11293000,17625255,0,3300000,95975191,95975191,1760,54531.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000079,True,False,processed_csv_candidate_not_raw_verified,54531.35852272727
2012,18,건국대학교,대학,사립,서울,A그룹,373425760000,901394218,297887010,33495300,649568357,741593213,0,128061902,2752000000,2752000000,21018,130935.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000052,True,False,processed_csv_candidate_not_raw_verified,130935.38871443525
2012,43,경희대학교,대학,사립,서울,A그룹,447148234000,2325738887,769952608,41158190,2555365524,1197773762,0,322949113,7212938084,7212938084,32402,222607.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000066,True,False,processed_csv_candidate_not_raw_verified,222607.8045799642
2012,48,고려대학교,대학,사립,서울,A그룹,665761908000,1582338230,587442491,45197390,3314811277,633077471,0,1242183620,7405050479,7405050479,29777,248683.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000069,True,False,processed_csv_candidate_not_raw_verified,248683.56379084528
2012,57,광운대학교,대학,사립,서울,B그룹,113822560000,319006025,228356337,2133800,531231164,178332106,0,47772362,1306831794,1306831794,10347,126300.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000074,True,True,processed_csv_candidate_not_raw_verified,126300.55030443607
2012,80,국민대학교,대학,사립,서울,A그룹,215059948000,907392149,203607851,7417040,776589745,805484292,0,137508923,2838000000,2838000000,18015,157535.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000078,True,False,processed_csv_candidate_not_raw_verified,157535.3871773522
2012,130,덕성여자대학교,대학,사립,서울,B그룹,92494634000,306217912,112160926,20242141,211553473,85268242,0,111556960,846999654,846999654,6628,127791.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000099,True,True,processed_csv_candidate_not_raw_verified,127791.13669281834
2012,132,동국대학교,대학,사립,서울,A그룹,376886180000,896561001,240822535,23931960,870455000,10200000,0,48138070,2090108566,2090108566,17589,118830.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000100,True,False,processed_csv_candidate_not_raw_verified,118830.43754619364
2012,135,동덕여자대학교,대학,사립,서울,B그룹,137355552000,350364090,272181989,11108020,188074998,172303176,0,79428158,1073460431,1073460431,8124,132134.5,기본통계_예산및결산_20260422104615.xls,ok,False,0000102,True,True,processed_csv_candidate_not_raw_verified,132134.46959625802
2012,183,삼육대학교,대학,사립,서울,B그룹,79198854000,207376621,87605470,20903010,120516109,145861100,0,20440000,602702310,602702310,5924,101739.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000116,True,False,processed_csv_candidate_not_raw_verified,101739.08001350438
2012,185,상명대학교,대학,사립,서울,A그룹,144528595000,881543370,293492299,53014510,407855542,164369161,0,406817792,2207092674,2207092674,14089,156653.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000117,True,False,processed_csv_candidate_not_raw_verified,156653.6073532543
2012,188,서강대학교,대학,사립,서울,A그룹,224362755000,1223527710,332822493,3455790,636468696,423519250,0,228256061,2848050000,2848050000,11868,239977.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000120,True,False,processed_csv_candidate_not_raw_verified,239977.2497472194
2012,189,서경대학교,대학,사립,서울,B그룹,75524585000,546147660,76662847,8934960,36840500,0,0,23765000,692350967,692350967,7052,98178.0,기본통계_예산및결산_20260422104615.xls,ok,False,0000121,True,True,processed_csv_candidate_not_raw_verified,98177.95901871809
2012,196,서울기독대학교,대학,사립,서울,C그룹,7851605000,26425240,3317400,1932170,5000000,37834285,0,20767800,95276895,95276895,999,95372.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000098,True,False,processed_csv_candidate_not_raw_verified,95372.26726726726
2012,209,서울여자대학교,대학,사립,서울,B그룹,128585626000,414333788,168795339,17389380,299782486,183278132,0,128114875,1211694000,1211694000,8722,138923.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000126,True,True,processed_csv_candidate_not_raw_verified,138923.87067186425
2012,213,서울한영대학교,대학,사립,서울,C그룹,7858559000,20049545,11644940,575500,7650000,5293577,0,0,45213562,45213562,952,47493.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000205,True,False,processed_csv_candidate_not_raw_verified,47493.237394957985
